ten,thoi gian,so nguoi,do kho,nguyen lieu,cach che bien
Củ sen kho nấm lộc nhung (món chay),30 phút,2 người,Dễ,200 gram củ sen tươi | 10 cây nấm lộc nhung | 1 thìa xì dầu càng cua | 1/2 thìa mật mía | 1 nhánh tiêu xanh | 1 củ hành khô | 1/2 thìa bột canh nấm | 1/2 thìa dầu ăn,"Củ sen gọt vỏ cắt lát, ngâm nước. Nấm ngâm nước cho nở rửa sạch. | Cho 1 ít dầu ăn vào phi thơm hành khô băm nhỏ. Cho nấm vào xào qua, thêm 1 chút xì dầu. Đảo nấm cho dậy mùi thơm | Cho củ sen vào đồng thời thêm nước ngập củ sen. Nêm bằng xì dầu, mật mía, bột canh nấm tùy khẩu vị. Thêm nhánh tiêu xanh | Đun nhỏ lửa cạn nước cho sen chín (khoảng 20 phút)"
Canh rau ngót nấu nấm hầu thủ,60 phút,3 phần,Dễ,"300 g Rau ngót | 50 g Nấm hầu thủ ( loại đã sơ chế) | Hạt nêm , muối, dầu ăn | 800 ml Nước","Rau ngót rửa sạch, vò nhẹ cho mềm. | Nấm hầu thủ băm nhỏ. | Làm nóng nồi, cho rau ngót vào xào với hạt nêm 5 phút. Thêm nấm hầu thủ vào đảo đều. | Đổ nước vào, đun sôi rồi nấu 5-10 phút đến khi rau và nấm mềm. Nêm lại cho vừa ăn, tắt bếp."
Bún lứt hầm sườn sụn rau củ,30 phút,2 phần,Dễ,"300 g Sườn sụn | 2 củ Hành khô | 1 nhánh (5 g) Gừng | 1 củ (100g) Cà rốt | 100 g Súp lơ | 100 g Nấm (tùy loại ) | 200 g Bún lứt | 2 cây Hành lá | Gia vị (hạt nêm, tiêu...)","Sườn sụn thái lát dày 5mm, rửa sạch. | Hầm sườn với hành khô và gừng trong 20 phút cho sụn chín vừa, vẫn giữ được độ giòn sần sật | Thêm cà rốt, súp lơ vào nồi, nấu thêm 5-7 phút cho rau củ chín. | Nấm rửa sạch, trần nước sôi 1-2 phút, xếp ra bát. | Nêm nếm gia vị vừa ăn cho nước dùng. | Bún lứt trần nước sôi 2 phút, vớt ra ngâm nước nguội cho bún không bị dính sợi và giữ được độ dai mềm | Xếp bún ra bát, thêm sườn, rau củ, nấm, chan nước dùng, rắc hành lá."
Miến dong Eatclean hầm xương nấm tuyết,60 phút,2 phần,Dễ,100 g Miến dong | 300 g Xương sườn louis | 20 g Nấm tuyết (khô) | 3 tai Nấm đông cô | 2 lát Gừng | 2 củ Hành tím khô | 1 L Nước | 1/2 thìa cà phê Muối | 1/4 thìa cà phê Tiêu,"Chặt nhỏ xương sườn louis thành 3 phần, rửa sạch sau đó trần sơ với nước sôi, hớt bọt cho nước trong. | Hầm xương với 1L nước, thêm gừng và hành tím khô, trong 20 phút. | Nấm tuyết ngâm nước ấm 30-40 độ trong 10 phút, sau đó ngâm lại với nước lạnh cho giòn. | Nấm đông cô ngâm mềm, xắt nhỏ. | Miến dong ngâm nước ấm cho mềm, sau đó rửa sạch ngâm lại với nước mới để giữ độ dai | Cho nấm tuyết, nấm đông cô vào nồi xương, nêm gia vị vừa khẩu vị, đun thêm 5 phút. | Thêm miến dong, đun sôi lại, nêm vừa ăn. | Múc ra tô, rắc hành lá, tiêu"
Thịt bê xào lá lốt,30 phút,2 phần ăn,Dễ,"300 g thịt bê , lựa phần thịt mềm | 1 nắm lá lốt | 1 củ sả | 1 vài tép tỏi | 1 tsp hạt nêm | 2 tsp nước mắm | 1/2 tsp tiêu","Lá lốt rửa sạch cuộn rồi cắt sợi dày 1cm Sả băm nhỏ, tỏi đập dập rồi băm nhỏ. | Thịt rửa sạch thái mỏng, ướp cùng sả và hạt nêm. | Cho 1 ít dầu ăn vào chảo rồi cho tỏi vào phi thơm, sau đấy cho thịt vào đảo nhanh tay trên lửa lớn rồi giảm lửa. Cho nước mắm và lá lốt vào xào cùng thịt cho đến khi chín mềm, không nên xào quá lâu thịt sẽ bị dai. | Tắt bếp, rắc tiêu và cho ra đĩa thưởng thức."
Rau Muống Xào Chao,60 phút,3 phần ăn,Dễ,200 g Rau muống | 1 muỗng chao | 1/2 muỗng cà phê Hạt nêm | 1/2 muỗng cà phê Muối | 1/2 muỗng cà phê Đường | 1 muỗng canh Dầu ăn | Ớt tươi,"Nhặt và rửa sạch rau muống. | Đun sôi nước, cho muối và đường vào, luộc rau ngập nước đến khi vừa chín tới. | Vớt rau ra đĩa, để ráo. | Dầm nhuyễn chao. | Làm nóng chảo với dầu ăn, cho chao, hạt nêm, đường vào đảo đều. Dùng lửa nhỏ | Cho rau muống vào, đảo nhanh tay trên lửa lớn khoảng 3-4 phút. | Thêm ớt tươi nếu thích, đảo đều rồi tắt bếp. Xếp rau ra đĩa và thưởng thức."
Đậu Phụ Chiên Ngũ Vị,60 phút,2 phần,Dễ,3 miếng Đậu phụ trắng (trong bài mình dùng đậu phụ mộc nhĩ ) | 1/3 thìa cà phê Ngũ vị hương | 1 thìa cà phê Hạt nêm | Dầu ăn,"Đậu phụ trắng cắt miếng vừa ăn, để ráo nước. | Ướp đậu phụ với ngũ vị hương và hạt nêm trong 15-20 phút cho thấm. | Đun nóng dầu, cho đậu phụ vào chiên vàng đều các mặt. | Gắp ra để ráo dầu, dùng nóng chấm với nước tương hoặc tương ớt."
Chả Đậu Hũ Lòng Trắng Trứng,20 phút,1 phần,Dễ,"1 bìa (200 g) Đậu hũ trắng / đậu hũ non | 2 g ( ngâm nở, băm nhỏ) Nấm mèo khô | 2 cái Lòng trắng trứng | 1/5 muỗng cà phê Muối | 1/5 muỗng cà phê Tiêu | 1 củ ( băm nhỏ) Hành tím","Đậu hũ ép ráo nước, xay nhuyễn cùng nấm mèo, lòng trắng, muối, tiêu, hành tím. | Thêm lòng trắng trộn đều | Đổ hỗn hợp vào khuôn chịu nhiệt. | Nướng bằng nồi chiên không dầu ở 180°C trong 10 phút cho đến khi mặt vàng nhẹ."
Nui sao nấu hẹ thịt băm,15 phút,1 người,Dễ,1/2 gói nui sao | 100 g thịt xay | 10 g hẹ | Gia vị,"Hẹ rửa sạch, cắt nhỏ | Đong 1 tô nước nấu sôi với thịt xay, nước sôi cho nui sao vào nấu mềm | Thêm 1mc nước mắm và tắt bếp, rắc hẹ lên trên"
Bánh canh hẹ nấu cá,30 phút,2 người,Dễ,1 con cá diêu hồng | 1 bộ xương gà | 500 g bánh canh | 20 g hẹ | 10 g đầu hành | Gia vị,"Cá cắt lát, phần đầu cắt đôi, bóp muối giấm rửa sạch, cho đầu cá vào hầm cùng xương gà đã trụng nước sôi và rửa sạch, nấu cùng đầu hành, nêm muối và hạt nêm. Phần thân cá ướp với hạt nêm và tiêu xay, chiên giòn | Hẹ cắt nhỏ. Nước dùng sôi khoảng 15 phút thì cho bánh canh vào nấu cùng | Vớt bánh canh ra tô, thêm cá chiên và đầu cá, hẹ và tiêu xay"
Bữa cơm thường ngày,45 phút,3 người,Dễ,Chả cá chiên giòn | Canh cà chua cá thác lác tôm nõn,Chả cá chiên giòn | Canh cà chua cá thác lác tôm nõn | Thêm ít thịt luộc và sữa là bữa cơm đã đủ đầy
Canh cà chua cá thác lác tôm nõn,20 phút,3 người,Dễ,100 g cá thác lác | 100 g tôm nõn | 3 trái cà chua | 20 g hành lá | Gia vị,"Cho 1,5l nước vào nồi. Cá thác lác quết với hạt nêm và tiêu xay, múc từng viên cho vào nồi, cà chua cắt múi cau cho vào chung | Nước sôi cho tôm bóc nõn vào, nêm 1,5mcf muối, ít hạt nêm. Cà chua mềm cho thêm hành lá | Rắc thêm ít tiêu xay là hoàn tất"
Chả cá chiên giòn,45 phút,2 người,Dễ,400 g cá thác lác nạo | 10 g hành lá | Gia vị,"Cá thác lác ướp với đầu hành, ít hạt nêm và tiêu xay, quết thật nhiều lần để đạt độ dai mong muốn | Múc từng muỗng và ép dẹp ra, chiên vàng hai mặt | Chấm cùng tương ớt rất ngon. Chả cá tự chiên có độ dai giòn hấp dẫn, rất khác biệt so với mua sẵn"
Bữa cơm đơn giản ngày mưa,45 phút,2 người,Dễ,Cá diêu hồng chiên giòn mỡ hẹ | Canh cải con nấu xương gà tép khô | Chè sương sa hột lựu,Cá diêu hồng chiên giòn mỡ hẹ | Canh cải con nấu xương gà tép khô | Chè sương sa hột lựu | Món tráng miệng tuổi thơ | Bữa cơm đơn giản ngày mưa
Cá diêu hồng chiên giòn mỡ hẹ,20 phút,2 người,Dễ,4 lát cá diêu hồng | 20 g hẹ | Nước mắm chua ngọt,"Hẹ rửa sạch cắt nhỏ, thêm dầu ăn và ít muối vào quay lò vi sóng 1 phút cho hẹ chín | Cá diêu hồng ướp chút muối tiêu, chiên giòn hai mặt | Phết mỡ hẹ lên cá chiên, chấm cùng nước mắm chua ngọt rất hấp dẫn"
Heo Quay Da Giòn Lá Mắc Mật,3 giờ,5 người,Dễ,800 gr thịt ba rọi heo rút sườn | 1/2 củ hành tây | 1 mẩu gừng | 1 chén Nước tương tiêu (để chấm) | Gia vị ướp thịt | 20 cái lá mắc mật | 1 tsp muối | 1 tsp đường | 1 tsp ngũ vị hương | 1/4 tsp tiêu | 1 tsp bột tỏi | 1 tsp bột hành | Hỗn hợp quét mặt | 0.5 tsp muối ăn | 1 tbsp dấm | 0.5 tsp baking soda,"Phần chọn thịt rất quan trọng, thịt ba rọi rút sườn các lớp dính vào nhau, mình mua miếng lớn dư chút để về tỉa tót cho vuông vức sao cho còn khối 800 gr. Rửa sạch bằng dấm/rượu muối | Đun sôi nước với hành tây, gừng và chút dấm hoặc rượu. Trụng mặt da 5 phút cho săn lại. Lấy thịt ra, quay mặt da xuống. Xẻ 3 đường dọc phần thịt, tới cách phần bì 2 cm. để ướp cho thấm. Ướp ngũ vị hương, muối, tiêu, bột hành tỏi... Không để gia vị dính da. Vò lá mắc mật xoa lên thịt và nhét vào giữa rãnh thịt. Lau khô phần bì bằng giấy bếp. | Để giấy bạc dưới, giấy nến trên. Gói miếng thịt lại phần bì lên trên. Dùng tăm nhọn hoặc cây xăm chuyên dụng xăm bì thật kĩ. | Quét hh dấm muối baking soda lên bì đã xăm. Hh còn dư trong khi nướng lần 1 mình quét thêm cho hết. Mục đính việc bọc là để phần thịt không mất nước nướng lâu bị khô. Để trong ngăn mát 0.5-1h cho da khô hoặc dùng máy sấy sấy khô bì. | Bật lò nướng ở nhiệt độ 160 độ trước cho nóng. Nướng 1 giờ. Bỏ giấy bạc ra, quét 1 lớp dầu mỏng lên bì. Nướng thêm 15-20 phút ở 200 độ, lửa trên có quạt, bì nổ đều là được. Khúc này mình cần canh kĩ nha. Thịt quay nổ bì đều lấy ra khỏi lò cần để nghỉ 30 phút thì thịt mới mềm ẩm hãy cắt. | Chấm nước tương tiêu theo công thức này nha các bạn. Dùng kèm bánh mì, bánh hỏi tuỳ thích."
Mướp xào nấm kim châm và nấm hạ thảo,60 phút,3 phần ăn,Dễ,2 quả Mướp vừa | 100 g Nấm kim châm | 1 nhúm nhỏ Nấm hạ thảo | Muối | Hạt nêm | Dầu ăn,"Nấm trùng thảo ngâm nước 30 phút cho mềm. | Nấm kim châm cắt bỏ gốc, rửa sạch, để ráo. | Mướp gọt vỏ, cắt khúc vừa ăn. | Cho mướp vào tô, xóc đều với muối, ướp 30 phút. Cách này giúp mướp đậm đà, lúc xào nhanh mềm nhưng không cần phải xào quá lâu, giữ được màu xanh. | Làm nóng chảo với dầu ăn, cho nấm kim châm và nấm trùng thảo vào xào chung với mướp, nêm hạt nêm, xào lửa vừa 5-7 phút cho vừa chín tới. Sau đó cho mướp ra đĩa. Có thể thích một ít rau mùi tùy thích."
Đậu phụ cuộn rong biển (món chay),60 phút,4 người,Dễ,"1 gói rong biển cuộn | 2 bánh đậu phụ | 1 quả trứng (có thể k cho) | 1/2 củ cà rốt | 1/4 củ hành tây (nếu nhỏ thì nửa củ) | Bột mì | Gia vị, hạt nêm","Nạo sợi cà rốt và thái hành tây mỏng. Cho 1 ít muối và hạt nêm, 1 thìa bột mì và đậu cho tất cả vào bát bóp đều (mình thích cho thêm 1 quả trứng và ít hạt tiêu vào hơn, ăn cảm giác ngon hơn khi có trứng) | Cắt rong biển ra làm 3 miếng nhỏ như thế này rồi cuộn | Rán vàng đều là được (vì là đậu phụ nên nhanh chín, nên rán vừa lửa) | Hoàn thành, ăn cũng bùi bùi, thên tương ớt thì hết xẩy"
Cá linh kho nước dừa,20 phút,2 người,Dễ,500 g cá linh | 2 tép hành | 2 tép tỏi | 2 củ hành tím | 1 vá nước mắm | 2 vá nước dừa tươi | 1/3 mcf bột ngọt | 1 mcf nước màu | 1/3 vá đường | 1/4 mcf tiêu,"Cá linh làm sạch, mua được cá sông rất tươi, bỏ hết ruột, rửa sạch để ráo xong bằm tỏi,củ hành và gia vị vào cho thấm | Cho nước dừa vào kho,sôi thì hớt bọt,cá chín nêm lại theo khẩu vị | Kho thêm chút rồi nhắc xuống cho hành lá xắt nhỏ và rắc tiêu lên ăn với cơm nóng rất ngon thịt cá rất ngọt do độ tươi của cá"
Canh bồ ngót Nhật và tôm mực,60 phút,4 người,Dễ,"Rau bồ ngót Nhật | Tôm , mực tươi | Hành tím , tỏi băm. Hành lá | Gia vị: đường, muối, dầu ăn, tiêu xay,…","Rửa sạch các nguyên liệu. Tôm và mực băm nhỏ. Rau bồ ngót Nhật và hành lá cắt nhỏ. Phi thơm hành tím và tỏi băm rồi cho tôm mực vào xào sơ. | Tôm mực chín, chế lượng nước lọc vừa đủ ăn vào. Nước sôi thì cho vào rau bồ ngót Nhật, nêm nếm gia vị vừa ăn. Canh sôi lần nữa thì tắt bếp, cho hành lá tiêu xay vào rồi khuấy đều. Ăn khi còn nóng siêu ngon ạ 💚"
Bún đậu mắm tôm,1 tiếng,4 người,Dễ,"300 g lưỡi heo hoặc thịt chân giò | 200 gr đậu khuôn | 300 g bún khô hoặc bún tươi | 1 số loại rau ăn kèm: kinh giới , xà lách , rau mùi , dưa chuột | Mắm tôm chấm | 2 tbsp đường | 1 quả chanh | 2 tsp nước lọc | 3 tbsp mắm tôm ngon",Bún khô luộc chín xong cho vào túi buộc rồi ép lại thành bánh. Ép tầm 15 phút rồi bỏ ra cắt miếng vừa ăn. Nếu dùng bún tươi thì mua loại bún ép sẵn. Rau mua về rửa sạch để ráo | Đậu thấm khô nước rồi mai đi chiên vàng giòn 2 mặt. | Thịt mua về rửa sạch sau đấy mang đi luộc cho chín rồi cắt miếng vừa ăn. | Cách pha mắm: cho tất cả các nguyên liệu phần nước mắm vào rồi khuấy đều cho đến khi nổi bọt. Gia giảm mặn ngọt theo khẩu vị gia đình. | Món bún đậu có thể ăn kèm với nhiều topping khác nhau tuy nhiên 2 món chính cần có là đậu rán và thịt luộc.
Mì Ý sốt kem với thịt xông khói và bò xào,20 phút,1 người,Dễ,50 g bò phile | 2 lát thịt xông khói | 70 g mì Ý | 2 mc sốt kem | 1 mcf tỏi băm | Gia vị,"Mì Ý luộc chín với chút dầu ăn. Thịt xông khói áp chảo cho vàng, thêm sốt kem vào nấu sôi. Phi thơm tỏi băm | Cho bò vào xào nhanh tay, nêm thêm ít nước tương và tiêu xay | Mì chín gắp ra dĩa, thêm sốt kem và bò xào lên trên"
Thịt bò băm xào,10 phút,2 người,Dễ,200 g bò băm | 1 mcf đầu hành | Gia vị,"Phi thơm đầu hành, cho bò băm vào đảo tơi | Thêm 1mc nước tương và ít tiêu xay | Cuối cùng rắc thêm ít tỏi phi là xong"
Bánh khọt nhân tôm thịt,60 phút,2 người,Dễ,"1 gói bột bánh xèo | 1 chén tôm | 1 chén thịt heo xay | 1  củ sắn | 1 củ cải đỏ | 1 muỗng cf đường, bột ngọt, hạt nêm, nước mắm, ớt và tỏi | 1 ít rau ăn kèm",Bột bánh khọt: bột bánh xèo + nước cốt dừa+ hành lá + bột chiên giòn + hạt nêm + đường | Nhân bánh khọt: thịt heo xay xào Tôm xào Củ cải đỏ và sắn xào | Nước mắm ăn kèm : nước mắm nguyên chất + tỏi + ớt + đường + bột ngọt+ củ cải đỏ bào sợi | Thành phẩm
Mực xào cà chua thơm,30ph,2 ng,Dễ,600 gr mực tươi | 1 bó cần tây | 1/2 trái thơm | 3 trái cà chua | Mắm muối bột nêm tiêu,"Sơ chế mực (lột vỏ, bỏ túi mực). Rửa sạch, xắt khoanh vừa ăn. | Sơ chế rau củ quả. Xắt khúc vừa ăn | Phi thơm hành. Cho mực vào xào lửa to, cho xíu mắm, hạt nêm. Gần chín thì trút ra dĩa để riêng. | Tiếp tục cho hết cần tây, thơm, cà chua, hành tây vào xào lửa to. Cho bột nêm, tiêu vào. Cho mực vào đảo nhanh. Tất cả đều chín tới thì cho ra dĩa. Đừng xào quá lâu mực sẽ ra nước và mất ngọt."
Thịt rang hành và cách trữ hành lá được lâu,45 phút,2 người,Dễ,250 g thịt ba rọi | 20 g hành lá | Gia vị,"Hành lá sau khi bỏ gốc, rửa sạch và để ráo thì mình thường chia làm 3 loại: đầu hành và thân hành (cắt nhỏ và cắt khúc), sau đó lót giấy ở dưới và cho hành lên trên rồi đậy thêm 1 lớp giấy nữa. Cách này thường để được khoảng 5 ngày trong tủ mát, sau đó nếu còn thì chuyển qua tủ đông sẽ trữ được lâu hơn | Phi thơm đầu hành, cho thịt đã ướp qua đêm với 2mc nước mắm, ít hạt nêm, ít đường và tiêu xay vào đảo săn, thêm ít nước cho thịt nhanh mềm, nêm lại với nước mắm và hạt nêm | Thịt mềm cho hành lá cắt khúc vào đảo đều là xong"
Cơm nhà hai món đơn giản,45 phút,2 người,Dễ,Mực xào nước mắm | Canh cà chua thịt xay tép khô | Yaourt,Mực xào nước mắm | Canh cà chua thịt xay tép khô | Yaourt | Cơm nhà hai món đơn giản mà ngon
Mực xào nước mắm,45 phút,2 người,Dễ,3 con mực | 20 g hành lá | 1/2 chén nước mắm chua ngọt | Gia vị,"Mực làm sạch, rửa với muối gừng để khử bớt mùi, cắt khoanh, ướp với ít hạt nêm, tiêu xay, ớt sa tế trong 30 phút. Tẩm ít bột chiên giòn và chiên qua mực | Phi thơm đầu hành, cho nước mắm chua ngọt vào chảo | Cho mực đã chiên vào đảo đều cho mực thấm gia vị, cuối cùng cho hành lá cắt khúc và tiêu xay vào, tắt bếp và đảo đều cho hành chín"
